REGN,OKATO,OKPO,OGRN,REGN_S,BIC,DT,NAME_B,ADR,IM,IM_FIO,AG,AG_FIO,IC,IC_FIO,COM,C2_4
1067,25,09125424,1023800000124,1067,042520706,6/1/2010,"ОАО ""БайкалИнвестБанк""","664007, Иркутская область, г. Иркутск, ул. Октябрьской Революции, 5",Председатель Правления,Б.А. Туник,Главный бухгалтер,О.К. Ситникова,Начальник финансового отдела,В.А. Детковская,258-800,19
1071,53,09284683,1025600006024,1071,045318806,6/1/2010,"ОАО КБ ""Спутник""","461630, Оренбургская обл., г. Бугуруслан, ул. Фрунзе, 103",Руководитель,Крейк И.А.,Главный бухгалтер,Кудашева О.В.,Исполнитель,Давыдова И.С.,8(35352)33085,29
1073,45,09318608,1027739837366,1073,044552685,6/1/2010,"АКБ ""РУССЛАВБАНК"" (ЗАО)","119049,  г. Москва, ул. Донская, д.14. стр. 2",Заместитель Председателя Правления,Кузьмина Наталья Николаевна,Главный бухгалтер,Хлунова Лилия Анатольевна,Главный экономист Отдела отчетности,Кузнецова Ольга Евгеньевна,237-25-90,19
1093,78,09288250,1027600000020,1093,047888744,6/1/2010,"ОАО КБ ""ЯРОСЛАВИЧ""","150000, г.Ярославль, ул.Собинова, 31/6",Президент банка,Т.В.Щеголева,Главный бухгалтер,Т.Б.Микрюкова,Начальник отдела,Николаева С.Н.,30-25-44,24
1115,34,9139194,1024400003858,1115,043469720,6/1/2010,"ООО ""Костромаселькомбанк""","156013, г. Кострома, ул. Калиновская, 36",Председатель Правления банка,Жердев Алексей Александрович,Главный бухгалтер,Веселова Анна Николаевна,старший экономист,Курчин А.В.,49-07-40,19
1121,66,09258533,1026700000051,1121,046615706,6/1/2010,"ОАО АКБ ""Смолевич""","216500, Смоленская область, город Рославль, ул.Пролетарская, 47",Директор,Л.П. Игнатова,Главный бухгалтер,Л.П. Головлева,Заместитель директора,Н.А. Киселева,(48134) 4-08-39,20
1139,45,09231468,1022600000158,1139,044552930,6/1/2010,"АКБ ""Русский Трастовый Банк"" (ЗАО)","119180, г. Москва, 1-ый Хвостов пер., д. 11, стр. 2",Заместитель Председателя правления,Горская Н.Э.,Заместитель Главного бухгалтера,Образцова Т.В.,Заместитель Главного бухгалтера,Образцова Т.В.,780-62-55,19
1143,64,09319252,1026500000317,1143,046401724,6/1/2010,"""ООО Охабанк""","693020, Сахалинская область, г. Южно-Сахалинск, ул. Амурская, д. 53",Председатель Правления,Слатова В. Н.,И.О. Главного бухгалтера,Шандрина О. Л.,Начальник экономического отдела,Дуда Е.А.,499-761,19
1144,25,39092538,1023800000069,1144,042511741,6/1/2010,"""Братский АНКБ"" ОАО","665717, Иркутская область, г. Братск, ул. Комсомольская,43",Зам. Председателя Правления,Д.Н. Горелов,И.о. Гл. Бухгалтера,Ю.Г.Шишлина,ведущий экономист,Ковал?ва А.Г.,411372,24
1151,29,09317783,1024000001739,1151,042908748,6/1/2010,"ООО КБ ""Калуга""","248001, г. Калуга, ул. Академика Королева, д. 51",ИО Председателя Правления,Платонова Е.В.,ИО Главного бухгалтера,Коновалова Ю.М.,Заместитель начальника экономического отдела,Новиков Ю.В.,54-94-25 (доб.102),24
1166,22,09116299,1025200001001,1166,042220760,6/1/2010,"ОАО НКБ ""РАДИОТЕХБАНК""","603009, г.Нижний Новгород, улица Батумская, 21а",Председатель Правления,Кострова Л.А,Главный бухгалтер,Бобарыкина Т.А.,зам.начальника ПЭО,Садова М.В.,465-71-56,19
1184,25,09125223,1023800000190,1184,042502710,6/1/2010,"ЗАО ""Гринкомбанк""","665451, Иркутская область, г. Усолье-Сибирское, Комсомольский проспект, 89",Председатель Правления,Гранина И.Н.,Главный бухгалтер,Остапюк И.М.,Экономист,Иванова Е.Е.,8(39543)70367,23
1202,93,09264189,1021700000079,1202-К,049304729,6/1/2010,"ОАО НКО ""Тувакредит""","667000, Республика Тыва, г.Кызыл, ул.Чульдум, 40-а",Президент,Мухиев И.М.,Зам.Главного Бухгалтера,Шевченко Т.А.,Главный специалист,Тукмачева И.Н.,3-65-57,18
1203,28,09267012,1027100000135,1203,042809990,6/1/2010,"ОАО ""Международный торгово-промышленный банк""","170001, г.Тверь, ул. Спартака, д.47",Президент Банка,Сакадынская Ирина Викторовна,Главный бухгалтер,Мозгалева Татьяна Михайловна,Исполнитель,Щербина Ю.А.,42-41-57,25
1239,07,09231072,1022600000345,1239,040717713,6/1/2010,"АКБ ""Зеленокумский"" (ОАО)","357910, Ставропольский край, г.Зеленокумск, ул. Учительская,3",Председатель Правления,Богданова С.П.,Главный бухгалтер,Гогова В.П.,Начальник отдела ПиЭА,Касьяненко Н.А.,+7(86552)22240,19
1242,42,09156011,1024800001852,1242,044206704,6/1/2010,"ОАО ""Липецккомбанк""","398600, г.Липецк, ул. Интернациональная, 8",Зам. Генерального директора,Л.А. Харитонова,Главный бухгалтер,С.Ю. Зубенкова,Исполнитель,Н.П. Пастух,329-285,22
1244,28,09131318,1026900001040,1244,042809737,6/1/2010,"ООО КБ ""Велга""","171210, Тверская область, г.Лихославль,Театральный переулок, дом 4",Председатель Правления банка,Митусова Н.П.,Главный бухгалтер,Некрасова Л.Н.,Зам.председателя Правления,Белякова В.Ф.,(261) 3-50-62,19
1280,97,09286357,1022100000064,1280,049706725,6/1/2010,"АКБ ""ЧУВАШКРЕДИТПРОМБАНК"" ОАО","428000, Чувашская Республика, г.Чебоксары, Проспект Московский,3",Временно исполняющий обязанности Председателя Правления,Вырков А.Ю.,Главный бухгалтер,Максакова С.В.,Главный специалист отдела отчетности,Алексеева Н.М.,58-31-11,22
1281,22,09116036,1025200000011,1281,042204757,6/1/2010,"ЗАО комбанк ""Арзамас""","607220, Нижегородская область, г.Арзамас, улица Кирова, 33",Председатель правления,Князев А.Ю.,Главный бухгалтер,Козырь М.Г.,Начальник отдела по управлению банковскими рисками,Грузина Е.И.,4-09-42,19
1284,71,09286268,1022100008336,1284,047102804,6/1/2010,Банк СБРР (ООО),"625000, Тюменская область, г. Тюмень, ул. Некрасова, д. 11",Заместитель Председателя Правления,Суратов С.Е.,Главный бухгалтер,Вопилов И.В.,Начальник отдела отчетности,Третьякова Е.В.,(3452) 68-50-55,19
1307,27,22881700,1023900000080,1307,042748701,6/1/2010,"КБ ""ЭНЕРГОТРАНСБАНК"" (ОАО)","236016, г. Калининград,  ул. Клиническая , д.83""А""",Зам. Председателя Правления,Кононова С.Е.,Зам.Главного Бухгалтера,Иванова В.И.,Начальник департамента анализа и отчетности,Стангстиньш Е.Н.,45-15-37,31
